HomeTeam,AwayTeam,Date,Div,Season,FTR,AVG_H,AVG_D,AVG_A,league
Shrewsbury,Morecambe,2014-12-20,E3,2014-2015,H,1.43,4.42,7.27,England: League Two
Stevenage,Exeter,2014-12-20,E3,2014-2015,H,2.6,3.32,2.66,England: League Two
Burton,Tranmere,2014-12-26,E3,2014-2015,H,2.0,3.39,3.74,England: League Two
Cambridge,Southend,2014-12-26,E3,2014-2015,A,2.8,3.31,2.47,England: League Two
Dag and Red,Stevenage,2014-12-26,E3,2014-2015,A,2.78,3.32,2.47,England: League Two
Exeter,Cheltenham,2014-12-26,E3,2014-2015,H,2.12,3.42,3.32,England: League Two
Mansfield,Hartlepool,2014-12-26,E3,2014-2015,D,1.94,3.48,3.87,England: League Two
Morecambe,Carlisle,2014-12-26,E3,2014-2015,A,2.55,3.32,2.7,England: League Two
Newport County,Plymouth,2014-12-26,E3,2014-2015,H,2.5,3.27,2.8,England: League Two
Northampton,Bury,2014-12-26,E3,2014-2015,A,2.66,3.29,2.62,England: League Two
Oxford,Shrewsbury,2014-12-26,E3,2014-2015,A,3.08,3.31,2.32,England: League Two
Portsmouth,AFC Wimbledon,2014-12-26,E3,2014-2015,A,2.02,3.41,3.6,England: League Two
Wycombe,Luton,2014-12-26,E3,2014-2015,D,2.18,3.35,3.28,England: League Two
York,Accrington,2014-12-26,E3,2014-2015,H,2.01,3.47,3.62,England: League Two
AFC Wimbledon,Exeter,2014-12-28,E3,2014-2015,H,2.36,3.3,2.98,England: League Two
Bury,Mansfield,2014-12-28,E3,2014-2015,H,1.77,3.58,4.59,England: League Two
Carlisle,York,2014-12-28,E3,2014-2015,A,2.46,3.28,2.85,England: League Two
Cheltenham,Newport County,2014-12-28,E3,2014-2015,A,2.66,3.27,2.62,England: League Two
Hartlepool,Morecambe,2014-12-28,E3,2014-2015,A,2.77,3.28,2.52,England: League Two
Luton,Portsmouth,2014-12-28,E3,2014-2015,D,1.9,3.49,3.97,England: League Two
Plymouth,Oxford,2014-12-28,E3,2014-2015,A,2.06,3.32,3.66,England: League Two
Shrewsbury,Wycombe,2014-12-28,E3,2014-2015,D,1.82,3.52,4.36,England: League Two
Southend,Dag and Red,2014-12-28,E3,2014-2015,D,1.58,3.8,6.02,England: League Two
Stevenage,Cambridge,2014-12-28,E3,2014-2015,H,2.21,3.3,3.17,England: League Two
Tranmere,Northampton,2014-12-28,E3,2014-2015,H,2.34,3.27,3.04,England: League Two
Burton,Shrewsbury,2015-01-03,E3,2014-2015,H,3.04,3.25,2.36,England: League Two
Dag and Red,Bury,2015-01-03,E3,2014-2015,H,3.92,3.52,1.92,England: League Two
Exeter,Accrington,2015-01-03,E3,2014-2015,A,2.22,3.45,3.13,England: League Two
Morecambe,Stevenage,2015-01-03,E3,2014-2015,D,2.67,3.24,2.64,England: League Two
Newport County,Carlisle,2015-01-03,E3,2014-2015,H,1.88,3.47,4.08,England: League Two
Northampton,Southend,2015-01-03,E3,2014-2015,D,3.09,3.32,2.27,England: League Two
Oxford,Cheltenham,2015-01-03,E3,2014-2015,A,2.09,3.36,3.53,England: League Two
Wycombe,Hartlepool,2015-01-03,E3,2014-2015,H,1.54,4.08,5.99,England: League Two
York,Plymouth,2015-01-03,E3,2014-2015,D,2.42,3.27,2.9,England: League Two
Luton,Shrewsbury,2015-01-08,E3,2014-2015,D,2.89,3.23,2.42,England: League Two
Burton,Mansfield,2015-01-10,E3,2014-2015,H,1.78,3.59,4.51,England: League Two
Carlisle,Cambridge,2015-01-10,E3,2014-2015,A,2.58,3.26,2.73,England: League Two
Dag and Red,Oxford,2015-01-10,E3,2014-2015,D,3.14,3.3,2.28,England: League Two
Exeter,Northampton,2015-01-10,E3,2014-2015,A,2.33,3.32,3.02,England: League Two
Hartlepool,Cheltenham,2015-01-10,E3,2014-2015,H,3.0,3.28,2.36,England: League Two
Morecambe,Tranmere,2015-01-10,E3,2014-2015,D,2.7,3.24,2.64,England: League Two
Newport County,Portsmouth,2015-01-10,E3,2014-2015,H,2.2,3.36,3.25,England: League Two
Southend,Plymouth,2015-01-10,E3,2014-2015,D,1.96,3.37,3.99,England: League Two
Stevenage,AFC Wimbledon,2015-01-10,E3,2014-2015,H,2.27,3.36,3.1,England: League Two
Wycombe,York,2015-01-10,E3,2014-2015,H,2.08,3.36,3.52,England: League Two
Cheltenham,Morecambe,2015-01-16,E3,2014-2015,D,2.32,3.21,3.11,England: League Two
AFC Wimbledon,Carlisle,2015-01-17,E3,2014-2015,A,2.07,3.4,3.5,England: League Two
Bury,Wycombe,2015-01-17,E3,2014-2015,D,2.51,3.24,2.81,England: League Two
Cambridge,Newport County,2015-01-17,E3,2014-2015,H,2.68,3.27,2.61,England: League Two
Mansfield,Exeter,2015-01-17,E3,2014-2015,A,2.55,3.29,2.72,England: League Two
Northampton,Dag and Red,2015-01-17,E3,2014-2015,H,1.79,3.67,4.43,England: League Two
Oxford,Southend,2015-01-17,E3,2014-2015,A,3.06,3.27,2.33,England: League Two
Plymouth,Luton,2015-01-17,E3,2014-2015,A,2.49,3.21,2.86,England: League Two
Portsmouth,Burton,2015-01-17,E3,2014-2015,D,2.6,3.24,2.7,England: League Two
Shrewsbury,Hartlepool,2015-01-17,E3,2014-2015,H,1.37,4.67,8.39,England: League Two
Tranmere,Accrington,2015-01-17,E3,2014-2015,H,2.16,3.36,3.29,England: League Two
York,Stevenage,2015-01-17,E3,2014-2015,A,2.42,3.27,2.95,England: League Two
AFC Wimbledon,Accrington,2015-01-24,E3,2014-2015,H,2.29,3.31,3.14,England: League Two
Bury,Carlisle,2015-01-24,E3,2014-2015,H,1.71,3.8,4.74,England: League Two
Cheltenham,Luton,2015-01-24,E3,2014-2015,D,3.18,3.28,2.27,England: League Two
Mansfield,Wycombe,2015-01-24,E3,2014-2015,D,3.38,3.29,2.17,England: League Two
Northampton,Newport County,2015-01-24,E3,2014-2015,H,2.46,3.29,2.85,England: League Two
Oxford,Exeter,2015-01-24,E3,2014-2015,D,2.32,3.37,3.01,England: League Two
Plymouth,Morecambe,2015-01-24,E3,2014-2015,D,1.89,3.43,4.15,England: League Two
Portsmouth,Southend,2015-01-24,E3,2014-2015,A,2.8,3.19,2.56,England: League Two
Shrewsbury,Stevenage,2015-01-24,E3,2014-2015,H,1.71,3.67,4.96,England: League Two
Tranmere,Hartlepool,2015-01-24,E3,2014-2015,D,1.81,3.51,4.47,England: League Two
York,Burton,2015-01-24,E3,2014-2015,D,2.77,3.17,2.6,England: League Two
Accrington,Bury,2015-01-27,E3,2014-2015,A,3.06,3.37,2.3,England: League Two
Cambridge,Dag and Red,2015-01-27,E3,2014-2015,D,1.82,3.53,4.35,England: League Two
Accrington,Northampton,2015-01-31,E3,2014-2015,A,2.82,3.27,2.49,England: League Two
Burton,Bury,2015-01-31,E3,2014-2015,H,2.4,3.31,2.93,England: League Two
Carlisle,Mansfield,2015-01-31,E3,2014-2015,H,2.35,3.32,3.0,England: League Two
Dag and Red,Cheltenham,2015-01-31,E3,2014-2015,H,2.66,3.25,2.65,England: League Two
Exeter,Tranmere,2015-01-31,E3,2014-2015,A,2.23,3.35,3.17,England: League Two
Hartlepool,Plymouth,2015-01-31,E3,2014-2015,H,3.22,3.26,2.25,England: League Two
Luton,Cambridge,2015-01-31,E3,2014-2015,H,1.89,3.45,4.1,England: League Two
Morecambe,AFC Wimbledon,2015-01-31,E3,2014-2015,D,2.61,3.27,2.67,England: League Two
Newport County,Shrewsbury,2015-01-31,E3,2014-2015,A,3.32,3.28,2.2,England: League Two
Southend,York,2015-01-31,E3,2014-2015,H,1.76,3.57,4.72,England: League Two
Stevenage,Oxford,2015-01-31,E3,2014-2015,A,2.28,3.27,3.12,England: League Two
Wycombe,Portsmouth,2015-01-31,E3,2014-2015,D,1.86,3.54,4.19,England: League Two
AFC Wimbledon,Newport County,2015-02-07,E3,2014-2015,H,2.46,3.36,2.81,England: League Two
Bury,Exeter,2015-02-07,E3,2014-2015,D,1.94,3.48,3.85,England: League Two
Cambridge,Wycombe,2015-02-07,E3,2014-2015,A,2.88,3.28,2.45,England: League Two
Cheltenham,Burton,2015-02-07,E3,2014-2015,A,3.1,3.28,2.31,England: League Two
Mansfield,Stevenage,2015-02-07,E3,2014-2015,H,2.65,3.26,2.65,England: League Two
Northampton,Morecambe,2015-02-07,E3,2014-2015,H,1.86,3.46,4.28,England: League Two
Oxford,Luton,2015-02-07,E3,2014-2015,D,2.68,3.26,2.63,England: League Two
Plymouth,Accrington,2015-02-07,E3,2014-2015,H,1.94,3.4,3.97,England: League Two
Portsmouth,Hartlepool,2015-02-07,E3,2014-2015,H,1.85,3.49,4.3,England: League Two
Shrewsbury,Southend,2015-02-07,E3,2014-2015,D,1.95,3.37,3.99,England: League Two
Tranmere,Carlisle,2015-02-07,E3,2014-2015,A,2.06,3.37,3.59,England: League Two
York,Dag and Red,2015-02-07,E3,2014-2015,A,1.74,3.63,4.69,England: League Two
Accrington,Oxford,2015-02-10,E3,2014-2015,H,2.79,3.26,2.53,England: League Two
Burton,AFC Wimbledon,2015-02-10,E3,2014-2015,D,1.93,3.42,3.98,England: League Two
Carlisle,Shrewsbury,2015-02-10,E3,2014-2015,A,4.36,3.51,1.83,England: League Two
Dag and Red,Portsmouth,2015-02-10,E3,2014-2015,D,2.92,3.21,2.47,England: League Two
Exeter,Cambridge,2015-02-10,E3,2014-2015,D,2.39,3.3,2.94,England: League Two
Hartlepool,Northampton,2015-02-10,E3,2014-2015,H,3.22,3.37,2.21,England: League Two
Luton,York,2015-02-10,E3,2014-2015,D,2.0,3.36,3.79,England: League Two
Morecambe,Mansfield,2015-02-10,E3,2014-2015,H,2.49,3.19,2.92,England: League Two
Newport County,Tranmere,2015-02-10,E3,2014-2015,D,2.3,3.26,3.14,England: League Two
Southend,Cheltenham,2015-02-10,E3,2014-2015,H,1.67,3.69,5.24,England: League Two
Stevenage,Bury,2015-02-10,E3,2014-2015,D,2.7,3.29,2.58,England: League Two
Wycombe,Plymouth,2015-02-10,E3,2014-2015,A,2.01,3.28,3.87,England: League Two
Burton,Oxford,2015-02-14,E3,2014-2015,H,2.03,3.36,3.7,England: League Two
Cheltenham,Bury,2015-02-14,E3,2014-2015,A,3.58,3.29,2.08,England: League Two
Hartlepool,Stevenage,2015-02-14,E3,2014-2015,A,2.68,3.23,2.64,England: League Two
Luton,Carlisle,2015-02-14,E3,2014-2015,H,1.85,3.43,4.42,England: League Two
Mansfield,Northampton,2015-02-14,E3,2014-2015,D,2.85,3.22,2.51,England: League Two
Plymouth,Cambridge,2015-02-14,E3,2014-2015,H,2.17,3.29,3.39,England: League Two
Portsmouth,Exeter,2015-02-14,E3,2014-2015,H,2.12,3.35,3.46,England: League Two
Shrewsbury,AFC Wimbledon,2015-02-14,E3,2014-2015,H,1.56,3.88,6.19,England: League Two
Southend,Accrington,2015-02-14,E3,2014-2015,A,1.56,3.8,6.52,England: League Two
Wycombe,Newport County,2015-02-14,E3,2014-2015,A,1.9,3.46,4.08,England: League Two
York,Tranmere,2015-02-14,E3,2014-2015,H,2.32,3.19,3.16,England: League Two
Morecambe,Dag and Red,2015-02-15,E3,2014-2015,A,2.04,3.31,3.78,England: League Two
Mansfield,Luton,2015-02-17,E3,2014-2015,H,3.06,3.24,2.35,England: League Two
Accrington,Cheltenham,2015-02-20,E3,2014-2015,D,2.1,3.34,3.5,England: League Two
AFC Wimbledon,Luton,2015-02-21,E3,2014-2015,H,2.73,3.19,2.63,England: League Two
Bury,Hartlepool,2015-02-21,E3,2014-2015,H,1.59,3.73,6.08,England: League Two
Cambridge,Portsmouth,2015-02-21,E3,2014-2015,A,2.63,3.15,2.72,England: League Two
Carlisle,Wycombe,2015-02-21,E3,2014-2015,A,2.85,3.23,2.48,England: League Two
Dag and Red,Burton,2015-02-21,E3,2014-2015,A,3.56,3.29,2.1,England: League Two
Exeter,Plymouth,2015-02-21,E3,2014-2015,A,2.72,3.18,2.65,England: League Two
Newport County,Morecambe,2015-02-21,E3,2014-2015,A,2.15,3.27,3.46,England: League Two
Northampton,York,2015-02-21,E3,2014-2015,H,2.14,3.31,3.43,England: League Two
Oxford,Mansfield,2015-02-21,E3,2014-2015,H,2.01,3.34,3.76,England: League Two
Stevenage,Southend,2015-02-21,E3,2014-2015,H,2.92,3.27,2.42,England: League Two
Tranmere,Shrewsbury,2015-02-21,E3,2014-2015,H,3.71,3.29,2.05,England: League Two
Accrington,Burton,2015-02-24,E3,2014-2015,H,3.3,3.29,2.21,England: League Two
Cambridge,AFC Wimbledon,2015-02-24,E3,2014-2015,D,2.36,3.26,3.02,England: League Two
Portsmouth,Tranmere,2015-02-24,E3,2014-2015,H,2.03,3.27,3.73,England: League Two
Burton,Newport County,2015-02-28,E3,2014-2015,A,1.91,3.42,4.14,England: League Two
Cheltenham,Tranmere,2015-02-28,E3,2014-2015,H,2.68,3.21,2.65,England: League Two
Hartlepool,AFC Wimbledon,2015-02-28,E3,2014-2015,H,2.78,3.24,2.56,England: League Two
Luton,Accrington,2015-02-28,E3,2014-2015,H,1.88,3.52,4.08,England: League Two
Mansfield,Dag and Red,2015-02-28,E3,2014-2015,H,2.03,3.34,3.72,England: League Two
Morecambe,Cambridge,2015-02-28,E3,2014-2015,A,2.42,3.29,2.91,England: League Two
Plymouth,Bury,2015-02-28,E3,2014-2015,A,2.48,3.24,2.84,England: League Two
Portsmouth,Oxford,2015-02-28,E3,2014-2015,D,2.26,3.28,3.21,England: League Two
Shrewsbury,Northampton,2015-02-28,E3,2014-2015,A,1.7,3.63,4.9,England: League Two
Southend,Carlisle,2015-02-28,E3,2014-2015,H,1.69,3.69,4.99,England: League Two
Wycombe,Stevenage,2015-02-28,E3,2014-2015,D,2.12,3.33,3.45,England: League Two
York,Exeter,2015-02-28,E3,2014-2015,D,2.05,3.37,3.65,England: League Two
Accrington,Shrewsbury,2015-03-03,E3,2014-2015,A,3.91,3.47,1.94,England: League Two
AFC Wimbledon,Southend,2015-03-03,E3,2014-2015,D,2.88,3.31,2.43,England: League Two
Bury,Luton,2015-03-03,E3,2014-2015,H,2.0,3.36,3.82,England: League Two
Cambridge,York,2015-03-03,E3,2014-2015,A,2.56,3.28,2.74,England: League Two
Carlisle,Cheltenham,2015-03-03,E3,2014-2015,H,2.27,3.37,3.11,England: League Two
Dag and Red,Hartlepool,2015-03-03,E3,2014-2015,H,2.29,3.27,3.15,England: League Two
Newport County,Mansfield,2015-03-03,E3,2014-2015,A,2.07,3.31,3.65,England: League Two
Northampton,Portsmouth,2015-03-03,E3,2014-2015,H,2.27,3.35,3.11,England: League Two
Oxford,Morecambe,2015-03-03,E3,2014-2015,D,2.02,3.36,3.75,England: League Two
Stevenage,Plymouth,2015-03-03,E3,2014-2015,H,2.53,3.23,2.81,England: League Two
Tranmere,Wycombe,2015-03-03,E3,2014-2015,A,2.86,3.27,2.46,England: League Two
Accrington,Portsmouth,2015-03-07,E3,2014-2015,D,3.04,3.29,2.34,England: League Two
AFC Wimbledon,York,2015-03-07,E3,2014-2015,H,2.6,3.26,2.72,England: League Two
Bury,Oxford,2015-03-07,E3,2014-2015,A,1.98,3.33,3.93,England: League Two
Carlisle,Exeter,2015-03-07,E3,2014-2015,A,2.55,3.33,2.72,England: League Two
Cheltenham,Mansfield,2015-03-07,E3,2014-2015,D,2.57,3.28,2.74,England: League Two
Hartlepool,Burton,2015-03-07,E3,2014-2015,A,3.71,3.32,2.05,England: League Two
Luton,Morecambe,2015-03-07,E3,2014-2015,A,1.99,3.3,3.87,England: League Two
Plymouth,Northampton,2015-03-07,E3,2014-2015,H,2.2,3.31,3.31,England: League Two
Shrewsbury,Cambridge,2015-03-07,E3,2014-2015,D,1.57,3.84,6.17,England: League Two
Southend,Wycombe,2015-03-07,E3,2014-2015,D,2.16,3.27,3.46,England: League Two
Stevenage,Newport County,2015-03-07,E3,2014-2015,H,2.28,3.33,3.14,England: League Two
Tranmere,Dag and Red,2015-03-07,E3,2014-2015,A,1.97,3.37,3.92,England: League Two
Newport County,Cheltenham,2015-03-13,E3,2014-2015,D,2.1,3.31,3.57,England: League Two
Burton,Accrington,2015-03-14,E3,2014-2015,H,1.74,3.65,4.81,England: League Two
Cambridge,Stevenage,2015-03-14,E3,2014-2015,D,2.61,3.27,2.7,England: League Two
Dag and Red,Southend,2015-03-14,E3,2014-2015,A,3.67,3.32,2.07,England: League Two
Exeter,AFC Wimbledon,2015-03-14,E3,2014-2015,H,2.47,3.21,2.91,England: League Two
Mansfield,Bury,2015-03-14,E3,2014-2015,A,3.25,3.27,2.25,England: League Two
Morecambe,Hartlepool,2015-03-14,E3,2014-2015,A,1.93,3.42,4.0,England: League Two
Northampton,Tranmere,2015-03-14,E3,2014-2015,H,2.07,3.36,3.53,England: League Two
Oxford,Plymouth,2015-03-14,E3,2014-2015,D,2.5,3.19,2.9,England: League Two
Portsmouth,Luton,2015-03-14,E3,2014-2015,H,2.27,3.25,3.22,England: League Two
Wycombe,Shrewsbury,2015-03-14,E3,2014-2015,H,2.7,3.18,2.66,England: League Two
York,Carlisle,2015-03-14,E3,2014-2015,D,1.81,3.53,4.54,England: League Two
Cambridge,Tranmere,2015-03-17,E3,2014-2015,A,2.18,3.32,3.32,England: League Two
Dag and Red,Plymouth,2015-03-17,E3,2014-2015,H,3.24,3.27,2.25,England: League Two
Exeter,Stevenage,2015-03-17,E3,2014-2015,D,2.48,3.36,2.78,England: League Two
Mansfield,AFC Wimbledon,2015-03-17,E3,2014-2015,H,2.4,3.18,3.02,England: League Two
Morecambe,Shrewsbury,2015-03-17,E3,2014-2015,A,4.04,3.38,1.94,England: League Two
Newport County,Luton,2015-03-17,E3,2014-2015,H,2.48,3.2,2.89,England: League Two
Northampton,Carlisle,2015-03-17,E3,2014-2015,A,1.77,3.66,4.55,England: League Two
Oxford,Hartlepool,2015-03-17,E3,2014-2015,A,1.73,3.55,5.07,England: League Two
Portsmouth,Cheltenham,2015-03-17,E3,2014-2015,D,1.83,3.49,4.41,England: League Two
Wycombe,Accrington,2015-03-17,E3,2014-2015,D,1.69,3.72,5.06,England: League Two
York,Bury,2015-03-17,E3,2014-2015,A,2.8,3.19,2.57,England: League Two
Burton,Southend,2015-03-18,E3,2014-2015,H,2.42,3.21,3.0,England: League Two
Accrington,York,2015-03-21,E3,2014-2015,D,2.83,3.26,2.44,England: League Two
AFC Wimbledon,Portsmouth,2015-03-21,E3,2014-2015,H,2.6,3.31,2.61,England: League Two
Bury,Northampton,2015-03-21,E3,2014-2015,H,1.94,3.39,3.84,England: League Two
Carlisle,Morecambe,2015-03-21,E3,2014-2015,D,2.46,3.26,2.79,England: League Two
Cheltenham,Exeter,2015-03-21,E3,2014-2015,A,2.59,3.24,2.67,England: League Two
Hartlepool,Mansfield,2015-03-21,E3,2014-2015,H,2.55,3.22,2.72,England: League Two
Plymouth,Newport County,2015-03-21,E3,2014-2015,D,1.99,3.36,3.71,England: League Two
Shrewsbury,Oxford,2015-03-21,E3,2014-2015,H,1.64,3.64,5.3,England: League Two
Southend,Cambridge,2015-03-21,E3,2014-2015,D,1.73,3.58,4.73,England: League Two
Stevenage,Dag and Red,2015-03-21,E3,2014-2015,A,1.84,3.53,4.1,England: League Two
Tranmere,Burton,2015-03-21,E3,2014-2015,A,3.27,3.32,2.16,England: League Two
Luton,Wycombe,2015-03-24,E3,2014-2015,A,2.75,3.18,2.65,England: League Two
Accrington,Newport County,2015-03-27,E3,2014-2015,A,2.87,3.29,2.45,England: League Two
Cheltenham,Plymouth,2015-03-28,E3,2014-2015,A,3.06,3.27,2.34,England: League Two
Dag and Red,Wycombe,2015-03-28,E3,2014-2015,A,3.55,3.36,2.07,England: League Two
Exeter,Morecambe,2015-03-28,E3,2014-2015,D,2.25,3.33,3.18,England: League Two
Hartlepool,Cambridge,2015-03-28,E3,2014-2015,H,2.68,3.22,2.67,England: League Two
Mansfield,York,2015-03-28,E3,2014-2015,A,2.69,3.22,2.65,England: League Two
Northampton,Luton,2015-03-28,E3,2014-2015,H,2.19,3.32,3.31,England: League Two
Oxford,Carlisle,2015-03-28,E3,2014-2015,H,1.89,3.43,4.21,England: League Two
Portsmouth,Shrewsbury,2015-03-28,E3,2014-2015,A,3.18,3.29,2.26,England: League Two
Tranmere,AFC Wimbledon,2015-03-28,E3,2014-2015,D,2.47,3.27,2.86,England: League Two
Burton,Stevenage,2015-03-30,E3,2014-2015,D,1.98,3.42,3.96,England: League Two
AFC Wimbledon,Northampton,2015-04-03,E3,2014-2015,D,2.8,3.23,2.54,England: League Two
Cambridge,Bury,2015-04-03,E3,2014-2015,A,3.17,3.3,2.27,England: League Two
Carlisle,Portsmouth,2015-04-03,E3,2014-2015,D,2.88,3.27,2.46,England: League Two
Luton,Exeter,2015-04-03,E3,2014-2015,A,2.11,3.36,3.46,England: League Two
Morecambe,Accrington,2015-04-03,E3,2014-2015,D,2.36,3.27,3.05,England: League Two
Newport County,Hartlepool,2015-04-03,E3,2014-2015,D,1.88,3.44,4.2,England: League Two
Plymouth,Burton,2015-04-03,E3,2014-2015,D,2.62,3.19,2.75,England: League Two
Shrewsbury,Dag and Red,2015-04-03,E3,2014-2015,H,1.42,4.35,8.19,England: League Two
Southend,Mansfield,2015-04-03,E3,2014-2015,H,1.61,3.82,5.74,England: League Two
Stevenage,Tranmere,2015-04-03,E3,2014-2015,D,1.92,3.43,4.05,England: League Two
Wycombe,Oxford,2015-04-03,E3,2014-2015,A,1.92,3.41,4.09,England: League Two
York,Cheltenham,2015-04-03,E3,2014-2015,H,2.06,3.33,3.67,England: League Two
Accrington,Carlisle,2015-04-06,E3,2014-2015,H,2.22,3.35,3.2,England: League Two
Burton,Wycombe,2015-04-06,E3,2014-2015,H,2.2,3.28,3.33,England: League Two
Bury,Morecambe,2015-04-06,E3,2014-2015,A,1.69,3.64,5.14,England: League Two
Cheltenham,Stevenage,2015-04-06,E3,2014-2015,A,3.02,3.26,2.36,England: League Two
Dag and Red,AFC Wimbledon,2015-04-06,E3,2014-2015,H,2.59,3.28,2.7,England: League Two
Exeter,Newport County,2015-04-06,E3,2014-2015,H,2.4,3.32,2.91,England: League Two
Hartlepool,Southend,2015-04-06,E3,2014-2015,A,3.47,3.28,2.15,England: League Two
Mansfield,Shrewsbury,2015-04-06,E3,2014-2015,A,4.06,3.4,1.93,England: League Two
Northampton,Cambridge,2015-04-06,E3,2014-2015,A,1.88,3.5,4.13,England: League Two
Oxford,York,2015-04-06,E3,2014-2015,D,2.28,3.29,3.16,England: League Two
Portsmouth,Plymouth,2015-04-06,E3,2014-2015,H,2.48,3.22,2.86,England: League Two
Tranmere,Luton,2015-04-06,E3,2014-2015,A,2.71,3.26,2.6,England: League Two
AFC Wimbledon,Oxford,2015-04-11,E3,2014-2015,D,2.64,3.27,2.67,England: League Two
Cambridge,Accrington,2015-04-11,E3,2014-2015,D,2.24,3.33,3.19,England: League Two
Carlisle,Dag and Red,2015-04-11,E3,2014-2015,H,2.35,3.33,3.0,England: League Two
Luton,Burton,2015-04-11,E3,2014-2015,A,3.0,3.29,2.37,England: League Two
Morecambe,Portsmouth,2015-04-11,E3,2014-2015,H,2.91,3.23,2.47,England: League Two
Newport County,Bury,2015-04-11,E3,2014-2015,A,3.08,3.23,2.36,England: League Two
Plymouth,Mansfield,2015-04-11,E3,2014-2015,H,1.78,3.56,4.6,England: League Two
Shrewsbury,Exeter,2015-04-11,E3,2014-2015,H,1.69,3.69,5.12,England: League Two
Southend,Tranmere,2015-04-11,E3,2014-2015,H,1.6,3.79,5.95,England: League Two
Stevenage,Northampton,2015-04-11,E3,2014-2015,H,2.3,3.39,3.03,England: League Two
Wycombe,Cheltenham,2015-04-11,E3,2014-2015,H,1.52,4.03,6.51,England: League Two
York,Hartlepool,2015-04-11,E3,2014-2015,H,1.88,3.37,4.35,England: League Two
Bury,Shrewsbury,2015-04-14,E3,2014-2015,H,2.51,3.23,2.85,England: League Two
Cheltenham,Cambridge,2015-04-14,E3,2014-2015,H,2.64,3.25,2.67,England: League Two
Dag and Red,Luton,2015-04-14,E3,2014-2015,D,3.3,3.28,2.22,England: League Two
Hartlepool,Accrington,2015-04-14,E3,2014-2015,D,2.26,3.31,3.18,England: League Two
Mansfield,Tranmere,2015-04-14,E3,2014-2015,H,2.32,3.23,3.15,England: League Two
Oxford,Northampton,2015-04-14,E3,2014-2015,D,2.39,3.25,3.02,England: League Two
Plymouth,AFC Wimbledon,2015-04-14,E3,2014-2015,D,1.8,3.54,4.54,England: League Two
Southend,Newport County,2015-04-14,E3,2014-2015,H,1.81,3.5,4.56,England: League Two
Stevenage,Portsmouth,2015-04-14,E3,2014-2015,H,2.24,3.25,3.26,England: League Two
Wycombe,Exeter,2015-04-14,E3,2014-2015,H,1.84,3.53,4.29,England: League Two
York,Morecambe,2015-04-14,E3,2014-2015,H,2.07,3.32,3.63,England: League Two
Burton,Carlisle,2015-04-15,E3,2014-2015,D,1.61,3.84,5.56,England: League Two
Accrington,Stevenage,2015-04-18,E3,2014-2015,D,3.13,3.39,2.25,England: League Two
AFC Wimbledon,Wycombe,2015-04-18,E3,2014-2015,D,3.32,3.36,2.17,England: League Two
Cambridge,Mansfield,2015-04-18,E3,2014-2015,H,2.25,3.31,3.15,England: League Two
Carlisle,Plymouth,2015-04-18,E3,2014-2015,H,3.48,3.35,2.12,England: League Two
Exeter,Southend,2015-04-18,E3,2014-2015,A,2.85,3.29,2.48,England: League Two
Luton,Hartlepool,2015-04-18,E3,2014-2015,H,1.83,3.56,4.31,England: League Two
Morecambe,Burton,2015-04-18,E3,2014-2015,A,3.75,3.38,2.02,England: League Two
Newport County,Dag and Red,2015-04-18,E3,2014-2015,A,1.79,3.6,4.51,England: League Two
Northampton,Cheltenham,2015-04-18,E3,2014-2015,H,1.76,3.65,4.68,England: League Two
Portsmouth,Bury,2015-04-18,E3,2014-2015,A,3.27,3.32,2.22,England: League Two
Shrewsbury,York,2015-04-18,E3,2014-2015,H,1.56,3.94,6.03,England: League Two
Tranmere,Oxford,2015-04-18,E3,2014-2015,A,2.63,3.24,2.71,England: League Two
