HomeTeam,AwayTeam,Date,Div,Season,FTR,AVG_H,AVG_D,AVG_A,league
Dortmund,Freiburg,2011-04-17,D1,2010-2011,H,1.29,5.26,10.07,Germany: Bundesliga
Freiburg,Hannover,2011-04-21,D1,2010-2011,A,2.48,3.39,2.71,Germany: Bundesliga
Eint Frankfurt,Bayern Munich,2011-04-23,D1,2010-2011,D,5.84,4.08,1.53,Germany: Bundesliga
Leverkusen,Hoffenheim,2011-04-23,D1,2010-2011,H,1.54,4.01,5.89,Germany: Bundesliga
M'gladbach,Dortmund,2011-04-23,D1,2010-2011,H,5.23,3.98,1.6,Germany: Bundesliga
Schalke 04,Kaiserslautern,2011-04-23,D1,2010-2011,A,1.95,3.4,3.85,Germany: Bundesliga
St Pauli,Werder Bremen,2011-04-23,D1,2010-2011,A,3.16,3.49,2.16,Germany: Bundesliga
Stuttgart,Hamburg,2011-04-23,D1,2010-2011,H,2.07,3.47,3.36,Germany: Bundesliga
Nurnberg,Mainz,2011-04-24,D1,2010-2011,D,2.14,3.4,3.29,Germany: Bundesliga
Wolfsburg,1. FC Köln,2011-04-24,D1,2010-2011,H,1.67,3.77,4.95,Germany: Bundesliga
Kaiserslautern,St Pauli,2011-04-29,D1,2010-2011,H,1.83,3.73,4.02,Germany: Bundesliga
Werder Bremen,Wolfsburg,2011-04-29,D1,2010-2011,A,2.09,3.59,3.24,Germany: Bundesliga
Bayern Munich,Schalke 04,2011-04-30,D1,2010-2011,H,1.32,5.25,9.07,Germany: Bundesliga
Dortmund,Nurnberg,2011-04-30,D1,2010-2011,H,1.42,4.42,7.25,Germany: Bundesliga
1. FC Köln,Leverkusen,2011-04-30,D1,2010-2011,H,3.91,3.69,1.85,Germany: Bundesliga
Hamburg,Freiburg,2011-04-30,D1,2010-2011,A,1.66,3.86,4.79,Germany: Bundesliga
Hannover,M'gladbach,2011-04-30,D1,2010-2011,A,1.74,3.79,4.43,Germany: Bundesliga
Hoffenheim,Stuttgart,2011-04-30,D1,2010-2011,A,2.71,3.43,2.46,Germany: Bundesliga
Mainz,Eint Frankfurt,2011-04-30,D1,2010-2011,H,1.98,3.44,3.72,Germany: Bundesliga
Eint Frankfurt,1. FC Köln,2011-05-07,D1,2010-2011,A,2.01,3.47,3.54,Germany: Bundesliga
Leverkusen,Hamburg,2011-05-07,D1,2010-2011,D,1.43,4.49,6.82,Germany: Bundesliga
M'gladbach,Freiburg,2011-05-07,D1,2010-2011,H,1.6,4.0,5.24,Germany: Bundesliga
Nurnberg,Hoffenheim,2011-05-07,D1,2010-2011,A,1.77,3.67,4.41,Germany: Bundesliga
Schalke 04,Mainz,2011-05-07,D1,2010-2011,A,2.4,3.34,2.86,Germany: Bundesliga
St Pauli,Bayern Munich,2011-05-07,D1,2010-2011,A,11.82,6.41,1.22,Germany: Bundesliga
Stuttgart,Hannover,2011-05-07,D1,2010-2011,H,2.05,3.51,3.39,Germany: Bundesliga
Werder Bremen,Dortmund,2011-05-07,D1,2010-2011,H,2.01,3.54,3.47,Germany: Bundesliga
Wolfsburg,Kaiserslautern,2011-05-07,D1,2010-2011,A,1.44,4.42,6.71,Germany: Bundesliga
Bayern Munich,Stuttgart,2011-05-14,D1,2010-2011,H,1.28,5.54,9.18,Germany: Bundesliga
Dortmund,Eint Frankfurt,2011-05-14,D1,2010-2011,H,1.57,4.26,5.1,Germany: Bundesliga
1. FC Köln,Schalke 04,2011-05-14,D1,2010-2011,H,2.21,3.46,3.07,Germany: Bundesliga
Freiburg,Leverkusen,2011-05-14,D1,2010-2011,A,4.12,3.48,1.85,Germany: Bundesliga
Hamburg,M'gladbach,2011-05-14,D1,2010-2011,D,2.79,3.57,2.31,Germany: Bundesliga
Hannover,Nurnberg,2011-05-14,D1,2010-2011,H,2.01,3.51,3.49,Germany: Bundesliga
Hoffenheim,Wolfsburg,2011-05-14,D1,2010-2011,A,3.53,3.6,1.97,Germany: Bundesliga
Kaiserslautern,Werder Bremen,2011-05-14,D1,2010-2011,H,2.24,3.51,2.95,Germany: Bundesliga
Mainz,St Pauli,2011-05-14,D1,2010-2011,H,1.35,4.94,7.72,Germany: Bundesliga
Accrington,Southend,2014-08-09,E3,2014-2015,A,2.86,3.26,2.45,England: League Two
AFC Wimbledon,Shrewsbury,2014-08-09,E3,2014-2015,D,2.6,3.25,2.7,England: League Two
Bury,Cheltenham,2014-08-09,E3,2014-2015,A,1.94,3.41,3.92,England: League Two
Cambridge,Plymouth,2014-08-09,E3,2014-2015,H,2.5,3.27,2.79,England: League Two
Carlisle,Luton,2014-08-09,E3,2014-2015,A,2.71,3.26,2.58,England: League Two
Dag and Red,Morecambe,2014-08-09,E3,2014-2015,A,2.25,3.29,3.16,England: League Two
Exeter,Portsmouth,2014-08-09,E3,2014-2015,D,3.26,3.33,2.2,England: League Two
Newport County,Wycombe,2014-08-09,E3,2014-2015,A,2.1,3.3,3.5,England: League Two
Northampton,Mansfield,2014-08-09,E3,2014-2015,H,2.16,3.31,3.34,England: League Two
Oxford,Burton,2014-08-09,E3,2014-2015,A,2.53,3.24,2.77,England: League Two
Stevenage,Hartlepool,2014-08-09,E3,2014-2015,H,2.07,3.32,3.58,England: League Two
Tranmere,York,2014-08-09,E3,2014-2015,D,2.57,3.23,2.74,England: League Two
Burton,Dag and Red,2014-08-16,E3,2014-2015,H,1.69,3.6,5.17,England: League Two
Cheltenham,Accrington,2014-08-16,E3,2014-2015,H,2.01,3.33,3.77,England: League Two
Hartlepool,Bury,2014-08-16,E3,2014-2015,A,2.82,3.25,2.49,England: League Two
Luton,AFC Wimbledon,2014-08-16,E3,2014-2015,A,1.86,3.42,4.26,England: League Two
Mansfield,Oxford,2014-08-16,E3,2014-2015,H,2.26,3.29,3.16,England: League Two
Morecambe,Newport County,2014-08-16,E3,2014-2015,H,2.41,3.23,2.89,England: League Two
Plymouth,Exeter,2014-08-16,E3,2014-2015,H,2.03,3.32,3.7,England: League Two
Portsmouth,Cambridge,2014-08-16,E3,2014-2015,H,2.0,3.36,3.76,England: League Two
Shrewsbury,Tranmere,2014-08-16,E3,2014-2015,H,2.05,3.3,3.67,England: League Two
Southend,Stevenage,2014-08-16,E3,2014-2015,H,2.17,3.26,3.38,England: League Two
Wycombe,Carlisle,2014-08-16,E3,2014-2015,H,2.51,3.22,2.82,England: League Two
York,Northampton,2014-08-16,E3,2014-2015,D,2.22,3.27,3.26,England: League Two
Burton,Exeter,2014-08-19,E3,2014-2015,H,1.7,3.58,5.16,England: League Two
Cheltenham,Carlisle,2014-08-19,E3,2014-2015,D,2.35,3.28,3.01,England: League Two
Hartlepool,Dag and Red,2014-08-19,E3,2014-2015,A,2.2,3.28,3.3,England: League Two
Luton,Bury,2014-08-19,E3,2014-2015,D,2.41,3.28,2.9,England: League Two
Mansfield,Newport County,2014-08-19,E3,2014-2015,H,2.28,3.28,3.13,England: League Two
Morecambe,Oxford,2014-08-19,E3,2014-2015,H,2.5,3.28,2.78,England: League Two
Plymouth,Stevenage,2014-08-19,E3,2014-2015,D,2.28,3.28,3.15,England: League Two
Portsmouth,Northampton,2014-08-19,E3,2014-2015,H,2.09,3.32,3.51,England: League Two
Shrewsbury,Accrington,2014-08-19,E3,2014-2015,H,1.76,3.6,4.62,England: League Two
Southend,AFC Wimbledon,2014-08-19,E3,2014-2015,A,1.94,3.42,3.91,England: League Two
Wycombe,Tranmere,2014-08-19,E3,2014-2015,A,2.26,3.22,3.26,England: League Two
York,Cambridge,2014-08-19,E3,2014-2015,D,2.22,3.23,3.33,England: League Two
Accrington,Luton,2014-08-23,E3,2014-2015,D,2.87,3.29,2.42,England: League Two
AFC Wimbledon,Hartlepool,2014-08-23,E3,2014-2015,A,1.91,3.4,4.04,England: League Two
Bury,Plymouth,2014-08-23,E3,2014-2015,H,1.96,3.35,3.94,England: League Two
Cambridge,Morecambe,2014-08-23,E3,2014-2015,A,2.1,3.3,3.48,England: League Two
Carlisle,Southend,2014-08-23,E3,2014-2015,D,2.82,3.25,2.5,England: League Two
Dag and Red,Mansfield,2014-08-23,E3,2014-2015,H,2.53,3.22,2.79,England: League Two
Exeter,York,2014-08-23,E3,2014-2015,D,2.82,3.24,2.52,England: League Two
Newport County,Burton,2014-08-23,E3,2014-2015,D,2.95,3.23,2.4,England: League Two
Northampton,Shrewsbury,2014-08-23,E3,2014-2015,D,2.58,3.24,2.71,England: League Two
Oxford,Portsmouth,2014-08-23,E3,2014-2015,A,2.89,3.26,2.44,England: League Two
Stevenage,Wycombe,2014-08-23,E3,2014-2015,A,2.26,3.26,3.2,England: League Two
Tranmere,Cheltenham,2014-08-23,E3,2014-2015,A,2.3,3.27,3.13,England: League Two
AFC Wimbledon,Stevenage,2014-08-30,E3,2014-2015,A,2.39,3.22,3.0,England: League Two
Bury,Accrington,2014-08-30,E3,2014-2015,H,1.63,3.76,5.54,England: League Two
Cambridge,Carlisle,2014-08-30,E3,2014-2015,H,2.19,3.3,3.31,England: League Two
Cheltenham,Hartlepool,2014-08-30,E3,2014-2015,H,2.02,3.36,3.72,England: League Two
Mansfield,Burton,2014-08-30,E3,2014-2015,A,3.16,3.25,2.28,England: League Two
Northampton,Exeter,2014-08-30,E3,2014-2015,H,1.83,3.48,4.41,England: League Two
Oxford,Dag and Red,2014-08-30,E3,2014-2015,D,2.3,3.26,3.13,England: League Two
Plymouth,Southend,2014-08-30,E3,2014-2015,H,2.83,3.26,2.49,England: League Two
Portsmouth,Newport County,2014-08-30,E3,2014-2015,A,2.01,3.4,3.69,England: League Two
Shrewsbury,Luton,2014-08-30,E3,2014-2015,H,2.24,3.3,3.2,England: League Two
Tranmere,Morecambe,2014-08-30,E3,2014-2015,H,2.26,3.29,3.14,England: League Two
York,Wycombe,2014-08-30,E3,2014-2015,D,2.28,3.26,3.18,England: League Two
Accrington,Tranmere,2014-09-06,E3,2014-2015,H,2.67,3.28,2.6,England: League Two
Carlisle,AFC Wimbledon,2014-09-06,E3,2014-2015,D,2.49,3.23,2.83,England: League Two
Dag and Red,Northampton,2014-09-06,E3,2014-2015,A,2.72,3.24,2.6,England: League Two
Exeter,Mansfield,2014-09-06,E3,2014-2015,A,2.66,3.27,2.62,England: League Two
Hartlepool,Shrewsbury,2014-09-06,E3,2014-2015,H,3.31,3.26,2.2,England: League Two
Luton,Plymouth,2014-09-06,E3,2014-2015,A,2.2,3.3,3.26,England: League Two
Morecambe,Cheltenham,2014-09-06,E3,2014-2015,D,2.6,3.24,2.7,England: League Two
Southend,Oxford,2014-09-06,E3,2014-2015,D,1.82,3.47,4.47,England: League Two
Stevenage,York,2014-09-06,E3,2014-2015,A,2.35,3.25,3.05,England: League Two
Wycombe,Bury,2014-09-06,E3,2014-2015,D,2.84,3.26,2.46,England: League Two
Burton,Portsmouth,2014-09-07,E3,2014-2015,H,2.27,3.26,3.13,England: League Two
Newport County,Cambridge,2014-09-08,E3,2014-2015,D,2.49,3.27,2.77,England: League Two
Accrington,AFC Wimbledon,2014-09-13,E3,2014-2015,H,2.65,3.28,2.62,England: League Two
Burton,York,2014-09-13,E3,2014-2015,H,2.14,3.32,3.41,England: League Two
Carlisle,Bury,2014-09-13,E3,2014-2015,A,3.02,3.23,2.36,England: League Two
Dag and Red,Cambridge,2014-09-13,E3,2014-2015,A,2.89,3.3,2.41,England: League Two
Exeter,Oxford,2014-09-13,E3,2014-2015,D,2.69,3.23,2.61,England: League Two
Hartlepool,Tranmere,2014-09-13,E3,2014-2015,D,2.64,3.24,2.63,England: League Two
Luton,Cheltenham,2014-09-13,E3,2014-2015,H,2.49,3.26,2.82,England: League Two
Morecambe,Plymouth,2014-09-13,E3,2014-2015,H,2.74,3.24,2.59,England: League Two
Newport County,Northampton,2014-09-13,E3,2014-2015,H,2.19,3.29,3.31,England: League Two
Southend,Portsmouth,2014-09-13,E3,2014-2015,H,2.29,3.3,3.06,England: League Two
Stevenage,Shrewsbury,2014-09-13,E3,2014-2015,H,2.87,3.24,2.45,England: League Two
Wycombe,Mansfield,2014-09-13,E3,2014-2015,H,2.21,3.28,3.27,England: League Two
AFC Wimbledon,Burton,2014-09-16,E3,2014-2015,H,2.98,3.28,2.37,England: League Two
Bury,Stevenage,2014-09-16,E3,2014-2015,H,1.92,3.49,3.92,England: League Two
Cambridge,Exeter,2014-09-16,E3,2014-2015,A,1.76,3.48,4.83,England: League Two
Cheltenham,Southend,2014-09-16,E3,2014-2015,A,2.7,3.22,2.62,England: League Two
Mansfield,Morecambe,2014-09-16,E3,2014-2015,H,2.19,3.28,3.33,England: League Two
Northampton,Hartlepool,2014-09-16,E3,2014-2015,H,1.8,3.49,4.57,England: League Two
Oxford,Accrington,2014-09-16,E3,2014-2015,H,1.99,3.38,3.81,England: League Two
Plymouth,Wycombe,2014-09-16,E3,2014-2015,A,2.2,3.27,3.32,England: League Two
Portsmouth,Dag and Red,2014-09-16,E3,2014-2015,H,1.81,3.53,4.41,England: League Two
Shrewsbury,Carlisle,2014-09-16,E3,2014-2015,H,1.69,3.65,5.04,England: League Two
Tranmere,Newport County,2014-09-16,E3,2014-2015,D,2.67,3.31,2.58,England: League Two
York,Luton,2014-09-16,E3,2014-2015,D,1.98,3.35,3.83,England: League Two
AFC Wimbledon,Morecambe,2014-09-20,E3,2014-2015,H,2.17,3.37,3.32,England: League Two
Bury,Burton,2014-09-20,E3,2014-2015,H,2.33,3.26,3.1,England: League Two
Cambridge,Luton,2014-09-20,E3,2014-2015,A,2.44,3.29,2.84,England: League Two
Cheltenham,Dag and Red,2014-09-20,E3,2014-2015,D,1.84,3.51,4.32,England: League Two
Mansfield,Carlisle,2014-09-20,E3,2014-2015,H,2.0,3.43,3.71,England: League Two
Northampton,Accrington,2014-09-20,E3,2014-2015,A,1.73,3.59,4.8,England: League Two
Oxford,Stevenage,2014-09-20,E3,2014-2015,D,2.25,3.31,3.17,England: League Two
Plymouth,Hartlepool,2014-09-20,E3,2014-2015,H,1.77,3.58,4.68,England: League Two
Portsmouth,Wycombe,2014-09-20,E3,2014-2015,D,2.16,3.28,3.41,England: League Two
Shrewsbury,Newport County,2014-09-20,E3,2014-2015,D,1.91,3.44,4.04,England: League Two
Tranmere,Exeter,2014-09-20,E3,2014-2015,A,2.16,3.33,3.34,England: League Two
York,Southend,2014-09-20,E3,2014-2015,A,2.61,3.18,2.75,England: League Two
Accrington,Plymouth,2014-09-27,E3,2014-2015,H,2.87,3.3,2.43,England: League Two
Burton,Cheltenham,2014-09-27,E3,2014-2015,H,2.3,3.27,3.12,England: League Two
Carlisle,Tranmere,2014-09-27,E3,2014-2015,H,2.65,3.36,2.6,England: League Two
Dag and Red,York,2014-09-27,E3,2014-2015,H,3.09,3.31,2.3,England: League Two
Exeter,Bury,2014-09-27,E3,2014-2015,H,3.42,3.32,2.14,England: League Two
Hartlepool,Portsmouth,2014-09-27,E3,2014-2015,D,3.31,3.3,2.2,England: League Two
Luton,Oxford,2014-09-27,E3,2014-2015,H,2.4,3.28,2.91,England: League Two
Morecambe,Northampton,2014-09-27,E3,2014-2015,A,2.79,3.27,2.51,England: League Two
Newport County,AFC Wimbledon,2014-09-27,E3,2014-2015,H,2.05,3.37,3.62,England: League Two
Southend,Shrewsbury,2014-09-27,E3,2014-2015,H,2.57,3.27,2.72,England: League Two
Stevenage,Mansfield,2014-09-27,E3,2014-2015,H,2.38,3.29,2.96,England: League Two
Wycombe,Cambridge,2014-09-27,E3,2014-2015,H,2.08,3.42,3.47,England: League Two
Burton,Cambridge,2014-10-03,E3,2014-2015,A,1.87,3.47,4.21,England: League Two
Dag and Red,Exeter,2014-10-03,E3,2014-2015,A,2.43,3.29,2.9,England: League Two
Bury,Tranmere,2014-10-04,E3,2014-2015,H,1.72,3.58,4.93,England: League Two
Cheltenham,AFC Wimbledon,2014-10-04,E3,2014-2015,D,2.09,3.33,3.54,England: League Two
Hartlepool,Carlisle,2014-10-04,E3,2014-2015,A,2.62,3.25,2.71,England: League Two
Mansfield,Accrington,2014-10-04,E3,2014-2015,A,1.96,3.41,3.85,England: League Two
Oxford,Newport County,2014-10-04,E3,2014-2015,H,2.35,3.26,3.03,England: League Two
Plymouth,Shrewsbury,2014-10-04,E3,2014-2015,H,2.87,3.25,2.45,England: League Two
Southend,Morecambe,2014-10-04,E3,2014-2015,A,1.69,3.72,4.99,England: League Two
Stevenage,Luton,2014-10-04,E3,2014-2015,A,2.32,3.31,3.05,England: League Two
Wycombe,Northampton,2014-10-04,E3,2014-2015,D,2.29,3.22,3.16,England: League Two
York,Portsmouth,2014-10-04,E3,2014-2015,D,2.21,3.28,3.31,England: League Two
Accrington,Dag and Red,2014-10-11,E3,2014-2015,A,2.2,3.3,3.28,England: League Two
AFC Wimbledon,Bury,2014-10-11,E3,2014-2015,H,3.01,3.31,2.34,England: League Two
Cambridge,Oxford,2014-10-11,E3,2014-2015,H,2.58,3.27,2.71,England: League Two
Carlisle,Stevenage,2014-10-11,E3,2014-2015,H,2.59,3.28,2.71,England: League Two
Exeter,Hartlepool,2014-10-11,E3,2014-2015,A,2.01,3.4,3.64,England: League Two
Luton,Southend,2014-10-11,E3,2014-2015,H,2.78,3.2,2.54,England: League Two
Morecambe,Wycombe,2014-10-11,E3,2014-2015,A,2.89,3.21,2.48,England: League Two
Newport County,York,2014-10-11,E3,2014-2015,H,2.39,3.26,2.96,England: League Two
Northampton,Burton,2014-10-11,E3,2014-2015,A,2.26,3.29,3.11,England: League Two
Portsmouth,Mansfield,2014-10-11,E3,2014-2015,D,2.17,3.31,3.29,England: League Two
Shrewsbury,Cheltenham,2014-10-11,E3,2014-2015,H,1.94,3.34,4.03,England: League Two
Tranmere,Plymouth,2014-10-11,E3,2014-2015,A,2.55,3.21,2.78,England: League Two
Burton,Morecambe,2014-10-18,E3,2014-2015,A,1.81,3.5,4.48,England: League Two
Bury,Portsmouth,2014-10-18,E3,2014-2015,H,1.96,3.44,3.79,England: League Two
Cheltenham,Northampton,2014-10-18,E3,2014-2015,H,2.42,3.27,2.91,England: League Two
Dag and Red,Newport County,2014-10-18,E3,2014-2015,A,2.8,3.29,2.48,England: League Two
Hartlepool,Luton,2014-10-18,E3,2014-2015,A,3.12,3.29,2.28,England: League Two
Mansfield,Cambridge,2014-10-18,E3,2014-2015,D,2.37,3.34,2.93,England: League Two
Oxford,Tranmere,2014-10-18,E3,2014-2015,H,2.14,3.31,3.44,England: League Two
Plymouth,Carlisle,2014-10-18,E3,2014-2015,H,2.15,3.38,3.35,England: League Two
Southend,Exeter,2014-10-18,E3,2014-2015,D,1.72,3.58,4.98,England: League Two
Stevenage,Accrington,2014-10-18,E3,2014-2015,H,2.12,3.34,3.4,England: League Two
Wycombe,AFC Wimbledon,2014-10-18,E3,2014-2015,H,2.04,3.43,3.57,England: League Two
York,Shrewsbury,2014-10-18,E3,2014-2015,A,2.67,3.2,2.67,England: League Two
Accrington,Hartlepool,2014-10-21,E3,2014-2015,H,2.2,3.35,3.26,England: League Two
AFC Wimbledon,Plymouth,2014-10-21,E3,2014-2015,D,2.46,3.3,2.83,England: League Two
Cambridge,Cheltenham,2014-10-21,E3,2014-2015,A,2.45,3.3,2.87,England: League Two
Carlisle,Burton,2014-10-21,E3,2014-2015,A,2.77,3.26,2.55,England: League Two
Exeter,Wycombe,2014-10-21,E3,2014-2015,H,3.01,3.24,2.37,England: League Two
Luton,Dag and Red,2014-10-21,E3,2014-2015,H,1.79,3.55,4.52,England: League Two
Morecambe,York,2014-10-21,E3,2014-2015,D,2.69,3.27,2.6,England: League Two
Newport County,Southend,2014-10-21,E3,2014-2015,H,2.57,3.23,2.76,England: League Two
Northampton,Oxford,2014-10-21,E3,2014-2015,A,2.31,3.27,3.1,England: League Two
Portsmouth,Stevenage,2014-10-21,E3,2014-2015,H,2.22,3.3,3.25,England: League Two
Shrewsbury,Bury,2014-10-21,E3,2014-2015,H,2.35,3.25,3.05,England: League Two
Tranmere,Mansfield,2014-10-21,E3,2014-2015,D,2.37,3.26,2.99,England: League Two
AFC Wimbledon,Tranmere,2014-10-25,E3,2014-2015,D,2.15,3.39,3.27,England: League Two
Cambridge,Hartlepool,2014-10-25,E3,2014-2015,H,1.72,3.59,4.9,England: League Two
Carlisle,Oxford,2014-10-25,E3,2014-2015,H,2.7,3.28,2.55,England: League Two
Luton,Northampton,2014-10-25,E3,2014-2015,H,2.11,3.38,3.38,England: League Two
Newport County,Accrington,2014-10-25,E3,2014-2015,D,1.78,3.52,4.61,England: League Two
Plymouth,Cheltenham,2014-10-25,E3,2014-2015,H,2.32,3.3,3.02,England: League Two
Shrewsbury,Portsmouth,2014-10-25,E3,2014-2015,H,1.75,3.61,4.55,England: League Two
Southend,Bury,2014-10-25,E3,2014-2015,D,2.57,3.23,2.73,England: League Two
Stevenage,Burton,2014-10-25,E3,2014-2015,H,2.63,3.25,2.65,England: League Two
Wycombe,Dag and Red,2014-10-25,E3,2014-2015,D,1.66,3.73,5.19,England: League Two
York,Mansfield,2014-10-25,E3,2014-2015,D,2.04,3.29,3.65,England: League Two
Morecambe,Exeter,2014-10-26,E3,2014-2015,A,2.43,3.27,2.86,England: League Two
Accrington,Morecambe,2014-10-31,E3,2014-2015,H,2.22,3.3,3.25,England: League Two
Burton,Plymouth,2014-11-01,E3,2014-2015,D,2.47,3.2,2.88,England: League Two
Bury,Cambridge,2014-11-01,E3,2014-2015,H,1.94,3.4,4.01,England: League Two
Cheltenham,York,2014-11-01,E3,2014-2015,A,2.44,2.97,2.86,England: League Two
Dag and Red,Shrewsbury,2014-11-01,E3,2014-2015,A,4.47,3.56,1.8,England: League Two
Exeter,Luton,2014-11-01,E3,2014-2015,D,2.81,3.23,2.51,England: League Two
Hartlepool,Newport County,2014-11-01,E3,2014-2015,D,3.1,3.29,2.31,England: League Two
Mansfield,Southend,2014-11-01,E3,2014-2015,A,3.23,3.27,2.24,England: League Two
Northampton,AFC Wimbledon,2014-11-01,E3,2014-2015,H,2.25,3.35,3.15,England: League Two
Oxford,Wycombe,2014-11-01,E3,2014-2015,A,2.6,3.23,2.73,England: League Two
Portsmouth,Carlisle,2014-11-01,E3,2014-2015,H,2.19,3.36,3.27,England: League Two
Tranmere,Stevenage,2014-11-01,E3,2014-2015,D,2.15,3.34,3.4,England: League Two
Cambridge,Northampton,2014-11-14,E3,2014-2015,H,2.22,3.35,3.2,England: League Two
AFC Wimbledon,Dag and Red,2014-11-15,E3,2014-2015,H,1.87,3.52,4.11,England: League Two
Carlisle,Accrington,2014-11-15,E3,2014-2015,H,2.16,3.35,3.32,England: League Two
Luton,Tranmere,2014-11-15,E3,2014-2015,H,2.1,3.36,3.46,England: League Two
Morecambe,Bury,2014-11-15,E3,2014-2015,H,3.73,3.37,2.01,England: League Two
Plymouth,Portsmouth,2014-11-15,E3,2014-2015,H,2.2,3.29,3.31,England: League Two
Shrewsbury,Mansfield,2014-11-15,E3,2014-2015,H,1.59,3.88,5.75,England: League Two
Southend,Hartlepool,2014-11-15,E3,2014-2015,H,1.6,3.81,5.72,England: League Two
Stevenage,Cheltenham,2014-11-15,E3,2014-2015,H,2.5,3.29,2.78,England: League Two
York,Oxford,2014-11-15,E3,2014-2015,A,2.29,3.26,3.13,England: League Two
Newport County,Exeter,2014-11-16,E3,2014-2015,D,2.12,3.34,3.4,England: League Two
Wycombe,Burton,2014-11-17,E3,2014-2015,A,2.17,3.28,3.35,England: League Two
Accrington,Cambridge,2014-11-22,E3,2014-2015,H,2.54,3.32,2.72,England: League Two
Burton,Luton,2014-11-22,E3,2014-2015,H,2.32,3.27,3.06,England: League Two
Bury,Newport County,2014-11-22,E3,2014-2015,A,1.91,3.5,3.99,England: League Two
Cheltenham,Wycombe,2014-11-22,E3,2014-2015,A,2.65,3.21,2.69,England: League Two
Dag and Red,Carlisle,2014-11-22,E3,2014-2015,H,2.74,3.32,2.53,England: League Two
Exeter,Shrewsbury,2014-11-22,E3,2014-2015,H,3.61,3.39,2.03,England: League Two
Hartlepool,York,2014-11-22,E3,2014-2015,A,2.95,3.26,2.4,England: League Two
Mansfield,Plymouth,2014-11-22,E3,2014-2015,H,2.95,3.27,2.4,England: League Two
Northampton,Stevenage,2014-11-22,E3,2014-2015,H,1.99,3.49,3.67,England: League Two
Oxford,AFC Wimbledon,2014-11-22,E3,2014-2015,D,2.07,3.38,3.51,England: League Two
Portsmouth,Morecambe,2014-11-22,E3,2014-2015,H,1.9,3.43,4.09,England: League Two
Tranmere,Southend,2014-11-22,E3,2014-2015,A,2.91,3.25,2.4,England: League Two
Accrington,Exeter,2014-11-28,E3,2014-2015,A,2.5,3.32,2.72,England: League Two
AFC Wimbledon,Cambridge,2014-11-29,E3,2014-2015,A,2.46,3.27,2.85,England: League Two
Bury,Dag and Red,2014-11-29,E3,2014-2015,A,1.54,4.0,6.17,England: League Two
Carlisle,Newport County,2014-11-29,E3,2014-2015,A,2.61,3.29,2.65,England: League Two
Cheltenham,Oxford,2014-11-29,E3,2014-2015,D,2.74,3.25,2.57,England: League Two
Hartlepool,Wycombe,2014-11-29,E3,2014-2015,A,3.82,3.36,1.99,England: League Two
Luton,Mansfield,2014-11-29,E3,2014-2015,H,1.91,3.45,4.02,England: League Two
Plymouth,York,2014-11-29,E3,2014-2015,D,2.08,3.36,3.5,England: League Two
Shrewsbury,Burton,2014-11-29,E3,2014-2015,H,1.75,3.74,4.36,England: League Two
Southend,Northampton,2014-11-29,E3,2014-2015,H,1.94,3.41,3.9,England: League Two
Stevenage,Morecambe,2014-11-29,E3,2014-2015,D,2.03,3.4,3.62,England: League Two
Tranmere,Portsmouth,2014-11-29,E3,2014-2015,H,2.42,3.3,2.84,England: League Two
Exeter,Burton,2014-12-06,E3,2014-2015,D,2.57,3.3,2.7,England: League Two
Burton,Hartlepool,2014-12-13,E3,2014-2015,H,1.69,3.73,4.94,England: League Two
Cambridge,Shrewsbury,2014-12-13,E3,2014-2015,D,3.7,3.35,2.03,England: League Two
Dag and Red,Tranmere,2014-12-13,E3,2014-2015,A,2.91,3.31,2.4,England: League Two
Exeter,Carlisle,2014-12-13,E3,2014-2015,H,2.13,3.37,3.39,England: League Two
Mansfield,Cheltenham,2014-12-13,E3,2014-2015,D,2.63,3.22,2.7,England: League Two
Morecambe,Luton,2014-12-13,E3,2014-2015,H,3.36,3.3,2.18,England: League Two
Newport County,Stevenage,2014-12-13,E3,2014-2015,H,1.95,3.48,3.81,England: League Two
Northampton,Plymouth,2014-12-13,E3,2014-2015,A,2.66,3.24,2.66,England: League Two
Oxford,Bury,2014-12-13,E3,2014-2015,H,2.59,3.25,2.72,England: League Two
Portsmouth,Accrington,2014-12-13,E3,2014-2015,A,1.84,3.53,4.27,England: League Two
Wycombe,Southend,2014-12-13,E3,2014-2015,H,2.65,3.25,2.66,England: League Two
York,AFC Wimbledon,2014-12-13,E3,2014-2015,A,2.23,3.29,3.28,England: League Two
Southend,Burton,2014-12-19,E3,2014-2015,D,2.1,3.31,3.52,England: League Two
Tranmere,Cambridge,2014-12-19,E3,2014-2015,D,2.23,3.33,3.19,England: League Two
Accrington,Wycombe,2014-12-20,E3,2014-2015,D,2.97,3.3,2.36,England: League Two
AFC Wimbledon,Mansfield,2014-12-20,E3,2014-2015,A,2.1,3.36,3.44,England: League Two
Bury,York,2014-12-20,E3,2014-2015,D,2.04,3.4,3.59,England: League Two
Carlisle,Northampton,2014-12-20,E3,2014-2015,H,2.55,3.29,2.72,England: League Two
Cheltenham,Portsmouth,2014-12-20,E3,2014-2015,D,2.65,3.24,2.68,England: League Two
Hartlepool,Oxford,2014-12-20,E3,2014-2015,D,3.77,3.39,2.01,England: League Two
Luton,Newport County,2014-12-20,E3,2014-2015,H,2.21,3.34,3.23,England: League Two
Plymouth,Dag and Red,2014-12-20,E3,2014-2015,H,1.65,3.76,5.28,England: League Two
