HomeTeam,AwayTeam,Date,AVG_H_Close,AVG_D_Close,AVG_A_Close,league
Arsenal,Blackburn,2009-10-04,1.2022,6.1015,14.0756,England: Premier League
Everton,Stoke City,2009-10-04,1.5512,3.7485,6.4119,England: Premier League
West Ham,Fulham,2009-10-04,2.1948,3.1974,3.3541,England: Premier League
Chelsea,Liverpool,2009-10-04,2.057,3.2515,3.6796,England: Premier League
Boulogne,Lille,2009-10-04,4.4507,3.2515,1.8322,France: Ligue 1
Toulouse,Lorient,2009-10-04,1.7878,3.2611,4.7363,France: Ligue 1
Marseille,Monaco,2009-10-04,1.4722,3.8911,7.0885,France: Ligue 1
VfB Stuttgart,Werder Bremen,2009-10-04,2.6467,3.3474,2.5452,Germany: Bundesliga
Hertha Berlin,Hamburger SV,2009-10-04,4.7322,3.6563,1.7119,Germany: Bundesliga
AS Roma,Napoli,2009-10-04,1.7448,3.3693,4.9763,Italy: Serie A
Atalanta,AC Milan,2009-10-04,3.577,3.1359,2.1185,Italy: Serie A
Bologna,Genoa,2009-10-04,2.9137,3.1096,2.4548,Italy: Serie A
Cagliari,Chievo,2009-10-04,2.1393,3.0974,3.5437,Italy: Serie A
Fiorentina,Lazio,2009-10-04,1.7541,3.3819,4.8644,Italy: Serie A
Sampdoria,Parma,2009-10-04,1.6441,3.4681,5.6819,Italy: Serie A
Siena,Livorno,2009-10-04,1.9907,3.1007,4.0437,Italy: Serie A
Palermo,Juventus,2009-10-04,3.9992,3.2315,1.9419,Italy: Serie A
Getafe,Osasuna,2009-10-04,2.0,3.317,3.717,Spain: Primera Division
Gijon,Mallorca,2009-10-04,2.6081,3.2937,2.6185,Spain: Primera Division
Valladolid,Ath Bilbao,2009-10-04,2.3819,3.3019,2.8752,Spain: Primera Division
Villarreal,Espanyol,2009-10-04,1.7288,3.5665,4.7415,Spain: Primera Division
Xerez,Malaga,2009-10-04,2.4874,3.277,2.7548,Spain: Primera Division
Santander,Valencia,2009-10-04,3.6111,3.403,1.9967,Spain: Primera Division
Sevilla,Real Madrid,2009-10-04,3.073,3.2937,2.2741,Spain: Primera Division
Aston Villa,Manchester City,2009-10-05,2.84,3.2904,2.4367,England: Premier League
Aston Villa,Chelsea,2009-10-17,4.9327,3.4338,1.7512,England: Premier League
Arsenal,Birmingham,2009-10-17,1.1411,7.1219,18.4767,England: Premier League
Everton,Wolves,2009-10-17,1.4704,4.0556,7.2,England: Premier League
Manchester United,Bolton,2009-10-17,1.2407,5.4785,12.8781,England: Premier League
Portsmouth,Tottenham,2009-10-17,3.8963,3.3011,1.9719,England: Premier League
Stoke City,West Ham,2009-10-17,2.1726,3.2467,3.3667,England: Premier League
Sunderland,Liverpool,2009-10-17,3.5411,3.2193,2.1122,England: Premier League
Auxerre,Bordeaux,2009-10-17,3.7289,3.1452,2.0396,France: Ligue 1
Le Mans,Boulogne,2009-10-17,1.5859,3.5511,6.0011,France: Ligue 1
Lyon,Sochaux,2009-10-17,1.2985,4.7878,10.1926,France: Ligue 1
Montpellier,St Etienne,2009-10-17,2.1065,3.1204,3.5738,France: Ligue 1
Nancy,Marseille,2009-10-17,3.9344,3.2081,1.9596,France: Ligue 1
Valenciennes,Grenoble,2009-10-17,1.5793,3.4981,6.3707,France: Ligue 1
Lille,Rennes,2009-10-17,1.9807,3.15,3.9281,France: Ligue 1
Eintracht Frankfurt,Hannover,2009-10-17,2.1804,3.3059,3.2256,Germany: Bundesliga
Freiburg,Bayern Munich,2009-10-17,5.9877,3.6808,1.58,Germany: Bundesliga
Nurnberg,Hertha Berlin,2009-10-17,2.1959,3.3063,3.1763,Germany: Bundesliga
VfB Stuttgart,Schalke,2009-10-17,2.4707,3.277,2.7667,Germany: Bundesliga
Werder Bremen,Hoffenheim,2009-10-17,1.7311,3.6089,4.6026,Germany: Bundesliga
Hamburger SV,Bayer Leverkusen,2009-10-17,2.16,3.3196,3.263,Germany: Bundesliga
Juventus,Fiorentina,2009-10-17,1.7415,3.3419,5.0785,Italy: Serie A
Genoa,Inter,2009-10-17,3.0788,3.1519,2.325,Italy: Serie A
Dep. La Coruna,Sevilla,2009-10-17,3.4859,3.3174,2.0685,Spain: Primera Division
Real Madrid,Valladolid,2009-10-17,1.1526,7.1848,14.3693,Spain: Primera Division
Valencia,Barcelona,2009-10-17,4.8563,3.7352,1.677,Spain: Primera Division
Blackburn,Burnley,2009-10-18,1.7293,3.5033,4.9481,England: Premier League
Wigan,Manchester City,2009-10-18,4.2381,3.4385,1.8526,England: Premier League
Lorient,Nice,2009-10-18,1.8215,3.2407,4.5567,France: Ligue 1
Monaco,Lens,2009-10-18,1.7115,3.2933,5.3315,France: Ligue 1
Toulouse,Paris SG,2009-10-18,2.4237,3.0263,2.9981,France: Ligue 1
Wolfsburg,B. Monchengladbach,2009-10-18,1.3307,4.8344,8.8704,Germany: Bundesliga
Dortmund,Bochum,2009-10-18,1.5867,3.7096,5.8793,Germany: Bundesliga
Catania,Cagliari,2009-10-18,2.3304,3.0767,3.1448,Italy: Serie A
Chievo,Bari,2009-10-18,2.0133,3.0656,4.0281,Italy: Serie A
Lazio,Sampdoria,2009-10-18,2.2944,3.1548,3.1411,Italy: Serie A
Livorno,Palermo,2009-10-18,2.7726,3.057,2.6181,Italy: Serie A
Napoli,Bologna,2009-10-18,1.553,3.5919,6.7252,Italy: Serie A
Parma,Siena,2009-10-18,2.0752,3.1063,3.7459,Italy: Serie A
Udinese,Atalanta,2009-10-18,1.7226,3.3837,5.1281,Italy: Serie A
AC Milan,AS Roma,2009-10-18,2.0135,3.2773,3.695,Italy: Serie A
Espanyol,Tenerife,2009-10-18,1.853,3.4367,4.1881,Spain: Primera Division
Malaga,Almeria,2009-10-18,2.0859,3.3052,3.4507,Spain: Primera Division
Mallorca,Getafe,2009-10-18,2.1219,3.3496,3.3222,Spain: Primera Division
Xerez,Villarreal,2009-10-18,3.7285,3.39,1.9735,Spain: Primera Division
Zaragoza,Santander,2009-10-18,1.9054,3.4796,3.8723,Spain: Primera Division
Ath Bilbao,Gijon,2009-10-18,1.853,3.4937,4.1007,Spain: Primera Division
Osasuna,Atl. Madrid,2009-10-18,2.5363,3.3015,2.6719,Spain: Primera Division
Fulham,Hull City,2009-10-19,1.6493,3.5663,5.5385,England: Premier League
Bayer Leverkusen,Dortmund,2009-10-23,1.7685,3.4785,4.5874,Germany: Bundesliga
Wolves,Aston Villa,2009-10-24,3.3896,3.3023,2.1373,England: Premier League
Birmingham,Sunderland,2009-10-24,2.8052,3.2496,2.4893,England: Premier League
Burnley,Wigan,2009-10-24,2.43,3.2341,2.8926,England: Premier League
Hull City,Portsmouth,2009-10-24,2.6048,3.2207,2.6937,England: Premier League
Tottenham,Stoke City,2009-10-24,1.4215,4.2722,7.7837,England: Premier League
Chelsea,Blackburn,2009-10-24,1.1789,6.4448,16.1704,England: Premier League
Bordeaux,Le Mans,2009-10-24,1.3196,4.5763,10.0341,France: Ligue 1
Boulogne,Monaco,2009-10-24,3.7696,3.0948,2.0496,France: Ligue 1
Grenoble,Nancy,2009-10-24,3.2959,3.0467,2.2415,France: Ligue 1
Nice,Lyon,2009-10-24,5.5081,3.4815,1.6463,France: Ligue 1
Sochaux,Lorient,2009-10-24,2.277,3.0119,3.2741,France: Ligue 1
St Etienne,Valenciennes,2009-10-24,1.8131,3.2588,4.6015,France: Ligue 1
Rennes,Montpellier,2009-10-24,1.7585,3.3404,4.8085,France: Ligue 1
Bayern Munich,Eintracht Frankfurt,2009-10-24,1.2474,5.5537,11.2515,Germany: Bundesliga
Hannover,VfB Stuttgart,2009-10-24,2.7463,3.3089,2.4704,Germany: Bundesliga
Hoffenheim,Nurnberg,2009-10-24,1.4426,4.1885,7.2733,Germany: Bundesliga
Mainz,Freiburg,2009-10-24,2.2288,3.3246,3.1296,Germany: Bundesliga
Sampdoria,Bologna,2009-10-24,1.5567,3.5956,6.6193,Italy: Serie A
Inter,Catania,2009-10-24,1.2427,5.3173,12.7665,Italy: Serie A
Atl. Madrid,Mallorca,2009-10-24,1.7515,3.6244,4.4893,Spain: Primera Division
Gijon,Real Madrid,2009-10-24,5.0922,3.7148,1.6593,Spain: Primera Division
Sevilla,Espanyol,2009-10-24,1.513,3.9641,6.43,Spain: Primera Division
Bolton,Everton,2009-10-25,2.4873,3.265,2.7969,England: Premier League
Liverpool,Manchester United,2009-10-25,2.9248,3.2237,2.4204,England: Premier League
Manchester City,Fulham,2009-10-25,1.4444,4.1533,7.5715,England: Premier League
West Ham,Arsenal,2009-10-25,7.13,4.1356,1.463,England: Premier League
Auxerre,Lille,2009-10-25,2.7256,2.9763,2.6885,France: Ligue 1
Lens,Toulouse,2009-10-25,2.5067,2.9619,2.9341,France: Ligue 1
Hertha Berlin,Wolfsburg,2009-10-25,4.387,3.5711,1.78,Germany: Bundesliga
Bochum,Werder Bremen,2009-10-25,5.4444,3.8248,1.6015,Germany: Bundesliga
Schalke,Hamburger SV,2009-10-25,2.2007,3.2785,3.2233,Germany: Bundesliga
AS Roma,Livorno,2009-10-25,1.3663,4.4244,8.8196,Italy: Serie A
Atalanta,Parma,2009-10-25,2.1019,3.1404,3.6174,Italy: Serie A
Bari,Lazio,2009-10-25,2.5089,3.0922,2.8633,Italy: Serie A
Cagliari,Genoa,2009-10-25,2.5222,3.1037,2.8393,Italy: Serie A
Fiorentina,Napoli,2009-10-25,1.7504,3.4056,4.8915,Italy: Serie A
Palermo,Udinese,2009-10-25,2.0667,3.2422,3.577,Italy: Serie A
Siena,Juventus,2009-10-25,6.0626,3.5004,1.6133,Italy: Serie A
Chievo,AC Milan,2009-10-25,3.9169,3.2085,1.9804,Italy: Serie A
Getafe,Ath Bilbao,2009-10-25,1.9219,3.4178,3.8826,Spain: Primera Division
Santander,Osasuna,2009-10-25,2.3974,3.223,2.9196,Spain: Primera Division
Tenerife,Xerez,2009-10-25,1.7441,3.5433,4.6474,Spain: Primera Division
Valladolid,Dep. La Coruna,2009-10-25,2.6133,3.2381,2.6385,Spain: Primera Division
Villarreal,Malaga,2009-10-25,1.6822,3.6041,5.0744,Spain: Primera Division
Almeria,Valencia,2009-10-25,3.2207,3.3426,2.1763,Spain: Primera Division
Barcelona,Zaragoza,2009-10-25,1.1348,7.7374,15.6737,Spain: Primera Division
Bologna,Siena,2009-10-28,2.2796,3.0837,3.2352,Italy: Serie A
Catania,Chievo,2009-10-28,2.2063,3.0911,3.3974,Italy: Serie A
Genoa,Fiorentina,2009-10-28,2.6381,3.1267,2.6759,Italy: Serie A
Juventus,Sampdoria,2009-10-28,1.7141,3.4344,5.13,Italy: Serie A
Lazio,Cagliari,2009-10-28,1.8022,3.3122,4.667,Italy: Serie A
Livorno,Atalanta,2009-10-28,2.5089,3.0744,2.877,Italy: Serie A
Napoli,AC Milan,2009-10-28,2.7381,3.1389,2.5719,Italy: Serie A
Parma,Bari,2009-10-28,2.0926,3.0867,3.7041,Italy: Serie A
Udinese,AS Roma,2009-10-28,2.1722,3.2196,3.3156,Italy: Serie A
Inter,Palermo,2009-10-29,1.3942,4.1327,8.825,Italy: Serie A
Dortmund,Hertha Berlin,2009-10-30,1.5944,3.7759,5.6537,Germany: Bundesliga
Arsenal,Tottenham,2009-10-31,1.5277,3.9658,6.2815,England: Premier League
Bolton,Chelsea,2009-10-31,8.0741,4.1911,1.4222,England: Premier League
Burnley,Hull City,2009-10-31,1.8115,3.4233,4.5133,England: Premier League
Everton,Aston Villa,2009-10-31,2.2874,3.2589,3.1207,England: Premier League
Fulham,Liverpool,2009-10-31,4.1722,3.4115,1.8737,England: Premier League
Portsmouth,Wigan,2009-10-31,2.2689,3.2989,3.093,England: Premier League
Stoke City,Wolves,2009-10-31,1.997,3.3104,3.7885,England: Premier League
Sunderland,West Ham,2009-10-31,2.0007,3.307,3.7804,England: Premier League
Manchester United,Blackburn,2009-10-31,1.1885,6.2596,14.7638,England: Premier League
Auxerre,Montpellier,2009-10-31,2.0174,3.1407,3.8037,France: Ligue 1
Bordeaux,Monaco,2009-10-31,1.5427,3.5608,6.6073,France: Ligue 1
Boulogne,Nancy,2009-10-31,2.9052,2.9637,2.5148,France: Ligue 1
Grenoble,Lille,2009-10-31,4.4796,3.303,1.8126,France: Ligue 1
Lens,Lorient,2009-10-31,2.4604,2.9448,3.0067,France: Ligue 1
Marseille,Toulouse,2009-10-31,1.5419,3.6267,6.5733,France: Ligue 1
St Etienne,Lyon,2009-10-31,3.8658,3.2396,1.9573,France: Ligue 1
Hamburger SV,B. Monchengladbach,2009-10-31,1.3459,4.6681,8.9004,Germany: Bundesliga
Nurnberg,Werder Bremen,2009-10-31,4.4537,3.4733,1.797,Germany: Bundesliga
VfB Stuttgart,Bayern Munich,2009-10-31,4.0807,3.4289,1.8778,Germany: Bundesliga
Wolfsburg,Mainz,2009-10-31,1.4481,4.2274,6.9874,Germany: Bundesliga
Schalke,Bayer Leverkusen,2009-10-31,2.3219,3.2765,2.9988,Germany: Bundesliga
Juventus,Napoli,2009-10-31,1.5422,3.6081,6.933,Italy: Serie A
AC Milan,Parma,2009-10-31,1.5362,3.7242,6.5927,Italy: Serie A
Real Madrid,Getafe,2009-10-31,1.4252,4.3896,7.1774,Spain: Primera Division
Osasuna,Barcelona,2009-10-31,7.0156,4.4107,1.4293,Spain: Primera Division
Xerez,Sevilla,2009-10-31,6.2478,3.9156,1.5296,Spain: Primera Division
Ath Bilbao,Atl. Madrid,2009-10-31,2.7389,3.3289,2.4744,Spain: Primera Division
Birmingham,Manchester City,2009-11-01,4.2033,3.4604,1.8411,England: Premier League
Nice,Le Mans,2009-11-01,1.9119,3.2285,4.0756,France: Ligue 1
Rennes,Valenciennes,2009-11-01,1.6344,3.4619,5.6867,France: Ligue 1
Sochaux,Paris SG,2009-11-01,2.5593,2.983,2.8374,France: Ligue 1
Freiburg,Hoffenheim,2009-11-01,3.5869,3.3427,2.0392,Germany: Bundesliga
Eintracht Frankfurt,Bochum,2009-11-01,1.9122,3.3889,3.9404,Germany: Bundesliga
AS Roma,Bologna,2009-11-01,1.5711,3.64,6.3307,Italy: Serie A
Cagliari,Atalanta,2009-11-01,2.0885,3.1467,3.6533,Italy: Serie A
Chievo,Udinese,2009-11-01,2.4556,3.1196,2.9078,Italy: Serie A
Fiorentina,Catania,2009-11-01,1.4552,3.9478,7.7026,Italy: Serie A
Livorno,Inter,2009-11-01,5.5738,3.4223,1.6662,Italy: Serie A
Sampdoria,Bari,2009-11-01,1.7196,3.3222,5.4022,Italy: Serie A
Siena,Lazio,2009-11-01,2.6231,3.0865,2.7319,Italy: Serie A
Palermo,Genoa,2009-11-01,1.9976,3.2684,3.7472,Italy: Serie A
Espanyol,Valladolid,2009-11-01,2.0933,3.3133,3.4663,Spain: Primera Division
Mallorca,Santander,2009-11-01,1.8678,3.4563,4.1107,Spain: Primera Division
Villarreal,Tenerife,2009-11-01,1.7227,3.5542,4.8415,Spain: Primera Division
Zaragoza,Almeria,2009-11-01,1.9541,3.3985,3.7752,Spain: Primera Division
Malaga,Valencia,2009-11-01,3.9793,3.5493,1.8637,Spain: Primera Division
Dep. La Coruna,Gijon,2009-11-01,2.0126,3.303,3.7244,Spain: Primera Division
West Ham,Aston Villa,2009-11-04,2.5242,3.2315,2.7712,England: Premier League
Bayer Leverkusen,Eintracht Frankfurt,2009-11-06,1.4481,4.1944,7.0348,Germany: Bundesliga
Aston Villa,Bolton,2009-11-07,1.7319,3.4993,4.9374,England: Premier League
Blackburn,Portsmouth,2009-11-07,2.0256,3.297,3.707,England: Premier League
Manchester City,Burnley,2009-11-07,1.3133,4.8652,10.1252,England: Premier League
Tottenham,Sunderland,2009-11-07,1.5185,3.8763,6.7052,England: Premier League
Wolves,Arsenal,2009-11-07,8.4789,4.5659,1.3726,England: Premier League
Le Mans,Auxerre,2009-11-07,2.4089,3.0226,3.0296,France: Ligue 1
Lorient,Boulogne,2009-11-07,1.5174,3.7074,6.8289,France: Ligue 1
Monaco,Grenoble,2009-11-07,1.3563,4.4733,8.8789,France: Ligue 1
Nancy,St Etienne,2009-11-07,2.0696,3.1181,3.6723,France: Ligue 1
Paris SG,Nice,2009-11-07,1.53,3.6919,6.5611,France: Ligue 1
Valenciennes,Montpellier,2009-11-07,1.887,3.2422,4.1563,France: Ligue 1
Sochaux,Lens,2009-11-07,1.9615,3.1281,4.0419,France: Ligue 1
Bayern Munich,Schalke,2009-11-07,1.6763,3.6322,5.1152,Germany: Bundesliga
B. Monchengladbach,VfB Stuttgart,2009-11-07,3.0385,3.3219,2.2744,Germany: Bundesliga
Bochum,Freiburg,2009-11-07,2.584,3.2872,2.638,Germany: Bundesliga
Hoffenheim,Wolfsburg,2009-11-07,2.1052,3.4004,3.3322,Germany: Bundesliga
Mainz,Nurnberg,2009-11-07,2.0693,3.36,3.4541,Germany: Bundesliga
Catania,Napoli,2009-11-07,3.2141,3.107,2.2848,Italy: Serie A
Atalanta,Juventus,2009-11-07,4.7685,3.3385,1.7781,Italy: Serie A
Getafe,Dep. La Coruna,2009-11-07,2.0319,3.3604,3.5348,Spain: Primera Division
Tenerife,Malaga,2009-11-07,1.8989,3.4267,3.9744,Spain: Primera Division
Barcelona,Mallorca,2009-11-07,1.1793,6.653,14.1289,Spain: Primera Division
Atl. Madrid,Real Madrid,2009-11-07,3.5137,3.447,2.0267,Spain: Primera Division
Hull City,Stoke City,2009-11-08,2.7856,3.2241,2.5211,England: Premier League
West Ham,Everton,2009-11-08,2.4656,3.2556,2.8322,England: Premier League
Wigan,Fulham,2009-11-08,2.2437,3.2415,3.2004,England: Premier League
Chelsea,Manchester United,2009-11-08,1.8933,3.33,4.2363,England: Premier League
Lille,Bordeaux,2009-11-08,2.6774,2.9993,2.697,France: Ligue 1
Toulouse,Rennes,2009-11-08,2.3085,2.9967,3.2259,France: Ligue 1
Lyon,Marseille,2009-11-08,2.1259,3.1289,3.5078,France: Ligue 1
Hannover,Hamburger SV,2009-11-08,3.4144,3.307,2.1044,Germany: Bundesliga
Werder Bremen,Dortmund,2009-11-08,1.6259,3.7226,5.3452,Germany: Bundesliga
Bari,Livorno,2009-11-08,1.8478,3.1619,4.677,Italy: Serie A
Bologna,Palermo,2009-11-08,2.56,3.1033,2.79,Italy: Serie A
Cagliari,Sampdoria,2009-11-08,2.4081,3.0956,3.0019,Italy: Serie A
Genoa,Siena,2009-11-08,1.6619,3.4904,5.443,Italy: Serie A
Lazio,AC Milan,2009-11-08,3.5244,3.1889,2.1059,Italy: Serie A
Parma,Chievo,2009-11-08,2.0852,3.1241,3.6711,Italy: Serie A
Udinese,Fiorentina,2009-11-08,2.3474,3.1078,3.0889,Italy: Serie A
Inter,AS Roma,2009-11-08,1.5277,3.7496,6.7031,Italy: Serie A
Almeria,Osasuna,2009-11-08,2.4704,3.2148,2.8311,Spain: Primera Division
Gijon,Espanyol,2009-11-08,2.2807,3.2985,3.0533,Spain: Primera Division
Santander,Ath Bilbao,2009-11-08,2.0511,3.3707,3.4867,Spain: Primera Division
Valladolid,Xerez,2009-11-08,1.6074,3.7426,5.5444,Spain: Primera Division
Valencia,Zaragoza,2009-11-08,1.4696,4.1637,6.7141,Spain: Primera Division
Sevilla,Villarreal,2009-11-08,1.5663,3.9922,5.5252,Spain: Primera Division
Liverpool,Birmingham,2009-11-09,1.3322,4.6567,9.9215,England: Premier League
Marseille,Paris SG,2009-11-20,1.6978,3.4319,5.1296,France: Ligue 1
Liverpool,Manchester City,2009-11-21,1.8396,3.4281,4.3681,England: Premier League
Birmingham,Fulham,2009-11-21,2.4267,3.1974,2.9393,England: Premier League
Burnley,Aston Villa,2009-11-21,3.3233,3.2933,2.1748,England: Premier League
Chelsea,Wolves,2009-11-21,1.1711,6.4996,17.0689,England: Premier League
Hull City,West Ham,2009-11-21,3.0652,3.2907,2.2967,England: Premier League
Sunderland,Arsenal,2009-11-21,5.6963,3.6511,1.6256,England: Premier League
Manchester United,Everton,2009-11-21,1.3696,4.4963,8.9311,England: Premier League
Bordeaux,Valenciennes,2009-11-21,1.4215,4.05,7.9659,France: Ligue 1
Grenoble,Lyon,2009-11-21,7.0178,3.8115,1.4922,France: Ligue 1
Lens,Nancy,2009-11-21,2.3337,3.0604,3.1415,France: Ligue 1
Rennes,Le Mans,2009-11-21,1.517,3.6826,6.9041,France: Ligue 1
Auxerre,Monaco,2009-11-21,2.1911,3.0922,3.3741,France: Ligue 1
Eintracht Frankfurt,B. Monchengladbach,2009-11-21,2.0981,3.3278,3.4226,Germany: Bundesliga
Freiburg,Werder Bremen,2009-11-21,4.2719,3.4619,1.8323,Germany: Bundesliga
Schalke,Hannover,2009-11-21,1.4763,4.0848,6.8107,Germany: Bundesliga
VfB Stuttgart,Hertha Berlin,2009-11-21,1.5292,3.8896,6.3781,Germany: Bundesliga
Wolfsburg,Nurnberg,2009-11-21,1.4667,4.1581,6.8474,Germany: Bundesliga
Dortmund,Mainz,2009-11-21,1.6863,3.6204,5.0159,Germany: Bundesliga
Bologna,Inter,2009-11-21,5.3663,3.4044,1.6967,Italy: Serie A
Fiorentina,Parma,2009-11-21,1.7526,3.3311,5.1141,Italy: Serie A
Dep. La Coruna,Atl. Madrid,2009-11-21,2.427,3.3089,2.8193,Spain: Primera Division
Tenerife,Sevilla,2009-11-21,4.577,3.5496,1.7615,Spain: Primera Division
Real Madrid,Santander,2009-11-21,1.2319,5.9104,11.3967,Spain: Primera Division
Ath Bilbao,Barcelona,2009-11-21,6.7248,4.2048,1.4722,Spain: Primera Division
Bolton,Blackburn,2009-11-22,2.2763,3.2122,3.1819,England: Premier League
Tottenham,Wigan,2009-11-22,1.4741,4.0307,7.28,England: Premier League
Stoke City,Portsmouth,2009-11-22,2.1256,3.2674,3.4548,England: Premier League
Nice,Toulouse,2009-11-22,2.3804,3.03,3.0837,France: Ligue 1
St Etienne,Lorient,2009-11-22,2.2554,3.0877,3.2588,France: Ligue 1
Montpellier,Lille,2009-11-22,2.9359,3.0552,2.4448,France: Ligue 1
Bayern Munich,Bayer Leverkusen,2009-11-22,1.8167,3.4604,4.3281,Germany: Bundesliga
Hamburger SV,Bochum,2009-11-22,1.4041,4.3789,7.8444,Germany: Bundesliga
AC Milan,Cagliari,2009-11-22,1.5078,3.7496,7.1596,Italy: Serie A
AS Roma,Bari,2009-11-22,1.6922,3.4293,5.3426,Italy: Serie A
Livorno,Genoa,2009-11-22,2.9978,3.1274,2.3996,Italy: Serie A
Napoli,Lazio,2009-11-22,1.8263,3.317,4.5196,Italy: Serie A
Palermo,Catania,2009-11-22,1.8037,3.2789,4.7863,Italy: Serie A
Sampdoria,Chievo,2009-11-22,1.9167,3.1981,4.2744,Italy: Serie A
Siena,Atalanta,2009-11-22,2.25,3.1096,3.2859,Italy: Serie A
Juventus,Udinese,2009-11-22,1.4052,4.1478,8.4022,Italy: Serie A
Espanyol,Getafe,2009-11-22,2.12,3.2774,3.4193,Spain: Primera Division
Mallorca,Almeria,2009-11-22,1.7452,3.5367,4.6915,Spain: Primera Division
Villarreal,Valladolid,2009-11-22,1.6215,3.7388,5.4304,Spain: Primera Division
Xerez,Gijon,2009-11-22,2.5441,3.2567,2.7078,Spain: Primera Division
Malaga,Zaragoza,2009-11-22,2.297,3.31,3.0111,Spain: Primera Division
Osasuna,Valencia,2009-11-22,3.3422,3.3389,2.1263,Spain: Primera Division
Hull City,Everton,2009-11-25,3.5638,3.2712,2.0727,England: Premier League
Fulham,Blackburn,2009-11-25,2.0935,3.2535,3.5519,England: Premier League
Blackburn,Stoke City,2009-11-28,1.9007,3.3274,4.1952,England: Premier League
Fulham,Bolton,2009-11-28,1.7644,3.4722,4.8193,England: Premier League
Manchester City,Hull City,2009-11-28,1.2774,5.2719,11.1,England: Premier League
Portsmouth,Manchester United,2009-11-28,8.7544,4.4374,1.3785,England: Premier League
West Ham,Burnley,2009-11-28,1.7822,3.507,4.5926,England: Premier League
Wigan,Sunderland,2009-11-28,2.4552,3.2604,2.85,England: Premier League
Aston Villa,Tottenham,2009-11-28,2.4526,3.2681,2.8563,England: Premier League
Lille,Valenciennes,2009-11-28,1.7404,3.3889,4.8363,France: Ligue 1
Lorient,Grenoble,2009-11-28,1.4844,3.7433,7.383,France: Ligue 1
Paris SG,Auxerre,2009-11-28,1.7989,3.3474,4.5122,France: Ligue 1
Sochaux,Nice,2009-11-28,2.1452,3.0296,3.5722,France: Ligue 1
Toulouse,Boulogne,2009-11-28,1.403,4.053,8.5726,France: Ligue 1
Lens,Marseille,2009-11-28,4.1952,3.2463,1.8874,France: Ligue 1
Hertha Berlin,Eintracht Frankfurt,2009-11-28,2.0063,3.3589,3.6478,Germany: Bundesliga
Hoffenheim,Dortmund,2009-11-28,1.6819,3.6811,4.92,Germany: Bundesliga
Mainz,Hamburger SV,2009-11-28,2.8789,3.287,2.4007,Germany: Bundesliga
Nurnberg,Freiburg,2009-11-28,1.8838,3.4462,4.0442,Germany: Bundesliga
Werder Bremen,Wolfsburg,2009-11-28,1.6507,3.913,4.8837,Germany: Bundesliga
B. Monchengladbach,Schalke,2009-11-28,3.503,3.2922,2.0893,Germany: Bundesliga
Udinese,Livorno,2009-11-28,1.693,3.4115,5.4041,Italy: Serie A
Genoa,Sampdoria,2009-11-28,2.3658,3.0908,3.0977,Italy: Serie A
Gijon,Villarreal,2009-11-28,2.9708,3.3415,2.3131,Spain: Primera Division
Valencia,Mallorca,2009-11-28,1.5078,4.0448,6.2637,Spain: Primera Division
Sevilla,Malaga,2009-11-28,1.2826,5.2233,10.4415,Spain: Primera Division
Wolves,Birmingham,2009-11-29,2.3163,3.1981,3.1163,England: Premier League
Everton,Liverpool,2009-11-29,3.6837,3.2285,2.0748,England: Premier League
Arsenal,Chelsea,2009-11-29,2.7652,3.2059,2.5719,England: Premier League
Le Mans,St Etienne,2009-11-29,2.2158,3.0823,3.3173,France: Ligue 1
Nancy,Bordeaux,2009-11-29,3.6967,3.1696,2.033,France: Ligue 1
Lyon,Rennes,2009-11-29,1.5274,3.6781,6.6885,France: Ligue 1
Bayer Leverkusen,VfB Stuttgart,2009-11-29,1.7652,3.5074,4.5819,Germany: Bundesliga
Hannover,Bayern Munich,2009-11-29,4.9111,3.5844,1.7026,Germany: Bundesliga
Atalanta,AS Roma,2009-11-29,3.177,3.2248,2.2407,Italy: Serie A
Bari,Siena,2009-11-29,1.8419,3.2741,4.487,Italy: Serie A
Cagliari,Juventus,2009-11-29,3.63,3.1907,2.0844,Italy: Serie A
Chievo,Palermo,2009-11-29,2.3811,3.0963,3.0578,Italy: Serie A
Inter,Fiorentina,2009-11-29,1.6278,3.4996,5.8985,Italy: Serie A
Lazio,Bologna,2009-11-29,1.6919,3.477,5.2463,Italy: Serie A
Parma,Napoli,2009-11-29,2.3411,3.1026,3.1174,Italy: Serie A
Catania,AC Milan,2009-11-29,3.9996,3.1969,1.9827,Italy: Serie A
Almeria,Ath Bilbao,2009-11-29,2.1996,3.2804,3.2393,Spain: Primera Division
Getafe,Xerez,2009-11-29,1.5441,3.7567,6.4244,Spain: Primera Division
